,Unnamed: 0,orderid,shopid,userid,event_time
28611,86039,31484652942120,145777302,28555258,2019-12-31 17:44:12
28612,86041,31421070481896,81853031,2105572,2019-12-31 00:04:30
28613,86047,31466646694563,147941492,154301842,2019-12-31 12:44:07
28614,86048,31459657936174,54615708,201281355,2019-12-31 10:47:37
28616,86053,31462631570619,96757706,143630783,2019-12-31 11:37:11
28618,86056,31491414332897,61556313,127667414,2019-12-31 19:36:54
28619,86059,31458380331892,96757706,146538671,2019-12-31 10:26:20
28620,86060,31453200041843,147941492,24627595,2019-12-31 09:00:01
28621,86062,31427514801489,6765647,78280359,2019-12-31 01:51:55
28623,86073,31427161385368,147941492,207541725,2019-12-31 01:46:01
28625,86078,31421893238533,84301799,52783570,2019-12-31 00:18:14
28626,86082,31450909920821,51487211,90686247,2019-12-31 08:21:49
28627,86083,31493070252956,50970067,3659818,2019-12-31 20:04:30
28628,86084,31423544160475,147941492,182005889,2019-12-31 00:45:45
28630,86088,31472846547416,4888564,143847348,2019-12-31 14:27:26
28631,86090,31502172498284,84866704,34065878,2019-12-31 22:36:12
28634,86098,31423742267718,10287,100713980,2019-12-31 00:49:03
28635,86100,31481784013366,9153340,19322720,2019-12-31 16:56:25
28638,86108,31486256084780,147941492,186984966,2019-12-31 18:10:56
28639,86112,31429021250321,47415942,159206118,2019-12-31 02:17:01
28640,86113,31454370043037,167068287,3292177,2019-12-31 09:19:30
28642,86119,31427597680684,107189025,6183073,2019-12-31 01:53:18
28643,86120,31438165960745,147941492,25845585,2019-12-31 04:49:25
28644,86121,31448730770168,147941492,212812701,2019-12-31 07:45:30
28646,86128,31490271847846,107189025,33287551,2019-12-31 19:17:52
28647,86133,31427273590118,116525677,40290389,2019-12-31 01:47:53
28649,86137,31478434154144,148917764,13339736,2019-12-31 16:00:35
28650,86152,31453181996167,108157503,136167945,2019-12-31 08:59:41
28651,86159,31498710275507,61556313,101395714,2019-12-31 21:38:31
28654,86171,31475466252432,91123657,112309825,2019-12-31 15:11:07
28655,86172,31448251472942,137739819,97982030,2019-12-31 07:37:31
28656,86173,31423387640651,147941492,18138245,2019-12-31 00:43:07
28657,86175,31480478219668,86822226,118864127,2019-12-31 16:34:39
28659,86177,31469251992791,16613121,7197213,2019-12-31 13:27:31
28661,86180,31464998272476,147941492,97183654,2019-12-31 12:16:39
28662,86181,31503800628006,95458810,19571848,2019-12-31 23:03:20
28663,86183,31425169067879,147941492,87600398,2019-12-31 01:12:49
28664,86185,31452864840746,24013303,172109940,2019-12-31 08:54:25
28666,86197,31456999617019,126639670,153105065,2019-12-31 10:03:20
28667,86211,31202831089006,12078788,214588488,2019-12-28 11:27:12
28669,86213,31214434231580,15618985,196631449,2019-12-28 14:40:35
28670,86215,31243298814944,114919380,142884495,2019-12-28 22:41:38
28672,86222,31162642062038,147941492,68791518,2019-12-28 00:17:23
28673,86223,31236135293544,107153763,66009713,2019-12-28 20:42:15
28675,86230,31240256023098,80890996,62920688,2019-12-28 21:50:56
28676,86234,31211495094152,175531295,52339905,2019-12-28 13:51:35
28677,86237,31242282040061,27121667,9447172,2019-12-28 22:24:42
28680,86243,31194549713187,54615708,54895421,2019-12-28 09:09:09
28681,86246,31221211928075,156883302,136087303,2019-12-28 16:33:31
28682,86249,31220379556806,61556313,18387887,2019-12-28 16:19:39
28683,86252,31243267528724,61556313,210582124,2019-12-28 22:41:07
28684,86258,31244063290966,61556313,103711813,2019-12-28 22:54:24
28687,86266,31172376765835,147941492,58009118,2019-12-28 02:59:37
28688,86268,31239543810697,61556313,105671518,2019-12-28 21:39:04
28690,86273,31178407596482,61556313,19285646,2019-12-28 04:40:08
28692,86276,31229872816157,78509316,88960852,2019-12-28 18:57:53
28693,86277,31220678097657,54615708,169748748,2019-12-28 16:24:38
28695,86280,31220675881422,70009992,145659373,2019-12-28 16:24:36
28696,86283,31233584027522,16391635,182383682,2019-12-28 19:59:44
28700,86296,31202046233745,9641401,34999692,2019-12-28 11:14:07
28701,86299,31237171287520,143153795,46847221,2019-12-28 20:59:32
28702,86303,31236320630585,61556313,21568819,2019-12-28 20:45:20
28703,86306,31161804762110,147941492,46430327,2019-12-28 00:03:24
28706,86311,31212812108192,147941492,59969876,2019-12-28 14:13:32
28707,86314,31244155543332,61556313,198790959,2019-12-28 22:55:55
28709,86323,31242924400550,61556313,42687717,2019-12-28 22:35:24
28710,86324,31221780088992,54615708,86180540,2019-12-28 16:43:00
28711,86326,31161801159318,147941492,66562397,2019-12-28 00:03:22
28712,86343,31220497342270,15618985,57001820,2019-12-28 16:21:37
28713,86344,31235546363851,126639670,82677834,2019-12-28 20:32:27
28714,86345,31246686596541,84301799,167727356,2019-12-28 23:38:06
28715,86347,31205740129328,55942169,15160059,2019-12-28 12:15:41
28716,86350,31243589181514,136564914,118882414,2019-12-28 22:46:29
28718,86353,31226168373965,147941492,16474210,2019-12-28 17:56:08
28721,86362,31200458817597,73692987,48260734,2019-12-28 10:47:39
28722,86363,31215291067431,101573405,173023858,2019-12-28 14:54:51
28723,86364,31164145297745,145146309,214128722,2019-12-28 00:42:26
28726,86369,31209807456334,126261266,31116570,2019-12-28 13:23:27
28728,86381,31190107639396,147941492,14315203,2019-12-28 07:55:07
28729,86387,31231890585826,4149345,178960338,2019-12-28 19:31:31
28732,86395,31245101370061,50970067,192631746,2019-12-28 23:11:41
28737,86415,31224646818412,61556313,8373512,2019-12-28 17:30:47
28739,86419,31227893616180,61556313,47822551,2019-12-28 18:24:54
28740,86424,31209245389841,54615708,7527075,2019-12-28 13:14:06
28741,86426,31223624959699,152911522,53023220,2019-12-28 17:13:44
28742,86428,31170501962537,65453156,119250548,2019-12-28 02:28:22
28744,86436,31230666142733,61556313,102097725,2019-12-28 19:11:07
28746,86440,31304293628152,9641401,124680739,2019-12-29 15:38:13
28748,86447,31251915341984,66337054,196700358,2019-12-29 01:05:15
28749,86449,31331923423187,801940,565381,2019-12-29 23:18:43
28751,86455,31309441512469,137739819,101982876,2019-12-29 17:04:01
28753,86464,31248620910438,64112798,181106837,2019-12-29 00:10:20
28755,86466,31252530246324,147941492,205951406,2019-12-29 01:15:30
28756,86468,31312707542176,26974701,94561664,2019-12-29 17:58:27
28758,86485,31315540904106,22587672,157266997,2019-12-29 18:45:40
28759,86486,31249679909348,79069823,19984069,2019-12-29 00:27:59
28760,86487,31330677532558,61556313,32985426,2019-12-29 22:57:57
28761,86494,31288504473776,54615708,113599821,2019-12-29 11:15:04
28762,86497,31250984647907,156498720,160736815,2019-12-29 00:49:44
28763,86500,31303555408439,26974701,74042861,2019-12-29 15:25:55
28767,86516,31333728263640,68862371,7428116,2019-12-29 23:48:48
28768,86517,31252163719412,50970067,12415171,2019-12-29 01:09:23
28770,86523,31255385785728,84301799,127829222,2019-12-29 02:03:05
28772,86528,31248363654907,192785588,183463084,2019-12-29 00:06:03
28773,86529,31288710145244,84599953,28697664,2019-12-29 11:18:30
28774,86531,31330358452117,147941492,59262296,2019-12-29 22:52:38
28775,86533,31306990263961,43412276,89016371,2019-12-29 16:23:11
28776,86535,31253500172724,187096742,70799945,2019-12-29 01:31:41
28777,86540,31319916827033,50968827,3111058,2019-12-29 19:58:37
28778,86543,31254273325903,147941492,79897876,2019-12-29 01:44:33
28783,86582,31295665591135,36453588,76490251,2019-12-29 13:14:25
28784,86583,31321231441420,147941492,146092766,2019-12-29 20:20:31
28785,86585,31273078534452,49674796,82292392,2019-12-29 06:57:58
28787,86591,31255098222833,161269907,2902793,2019-12-29 01:58:19
28788,86592,31328933964851,189308408,67787315,2019-12-29 22:28:53
28789,86599,31312688355889,84301799,183192165,2019-12-29 17:58:08
28790,86611,31276840938142,158331319,96239670,2019-12-29 08:00:41
28792,86620,31282526463958,126639670,34745038,2019-12-29 09:35:26
28793,86622,31251886439653,147941492,83848705,2019-12-29 01:04:47
28794,86623,31318338771203,61556313,1100664,2019-12-29 19:32:18
28796,86627,31275300014801,61556313,4033816,2019-12-29 07:35:00
28798,86633,31295699955254,61556313,97541825,2019-12-29 13:14:59
28799,86636,31288524337618,61556313,11477204,2019-12-29 11:15:24
28802,86652,31305239347460,61556313,86227223,2019-12-29 15:54:00
28803,86653,31260274148816,167906285,210616621,2019-12-29 03:24:34
28805,86660,31306836735032,61556313,2461168,2019-12-29 16:20:36
28806,86662,31152496614185,147941492,17939185,2019-12-27 21:28:17
28807,86664,31153594305677,18190345,177089975,2019-12-27 21:46:34
28808,86668,31147998376526,147941492,213784030,2019-12-27 20:13:18
28810,86674,31131286345231,61359433,7775458,2019-12-27 15:34:46
28811,86679,31088012958459,108157503,18733697,2019-12-27 03:33:32
28813,86681,31108445413833,147941492,39308511,2019-12-27 09:14:05
28814,86683,31075207143536,26218382,128755891,2019-12-27 00:00:08
28815,86686,31151084796126,9641401,68330853,2019-12-27 21:04:45
28817,86696,31134348013006,119690532,110591289,2019-12-27 16:25:48
28818,86699,31132312919939,61556313,1830581,2019-12-27 15:51:53
28819,86703,31111736798569,147941492,185104627,2019-12-27 10:08:56
28820,86707,31144221977357,64112798,178961369,2019-12-27 19:10:21
28822,86713,31137637065919,75622223,58783946,2019-12-27 17:20:38
28824,86716,31111214312137,147941492,79648503,2019-12-27 10:00:14
28825,86717,31146844315225,86285837,117348464,2019-12-27 19:54:04
28826,86718,31075376340062,147941492,103855740,2019-12-27 00:02:56
28827,86725,31123730471045,147941492,138318062,2019-12-27 13:28:51
28828,86728,31132149059754,147941492,21978396,2019-12-27 15:49:09
28829,86729,31081539927142,93358941,40243678,2019-12-27 01:45:39
28830,86732,31075618840206,147941492,99232325,2019-12-27 00:06:59
28831,86733,31115506626016,51831798,115329629,2019-12-27 11:11:46
28833,86741,31121837631699,147941492,203538523,2019-12-27 12:57:18
28836,86748,31125493059050,104278513,87783774,2019-12-27 13:58:13
28837,86756,31101738509712,147941492,185795423,2019-12-27 07:22:18
28838,86765,31148872551246,119309887,65790284,2019-12-27 20:27:52
28839,86767,31161371309555,169902791,30462251,2019-12-27 23:56:11
28840,86768,31111308818228,203941397,58672436,2019-12-27 10:01:49
28844,86780,31135644426415,54615708,41611076,2019-12-27 16:47:24
28845,86782,31141438320690,61556313,101569478,2019-12-27 18:23:58
28847,86788,31147739652680,147941492,198614566,2019-12-27 20:08:59
28848,86790,31135737596476,61556313,142661165,2019-12-27 16:48:57
28849,86792,31142183611059,51831798,60178137,2019-12-27 18:36:23
28850,86793,31152478111197,736620,8788583,2019-12-27 21:27:58
28851,86796,31115501600351,26167337,24510939,2019-12-27 11:11:41
28852,86798,31120287628129,68862371,170211872,2019-12-27 12:31:28
28853,86801,31119983552945,147941492,135073830,2019-12-27 12:26:24
28854,86802,31109967438412,54615708,73112515,2019-12-27 09:39:27
28855,86805,31124184877229,22800308,65466442,2019-12-27 13:36:25
28856,86809,31144182445878,61556313,17959465,2019-12-27 19:09:42
28858,86813,31123727125691,147941492,5882846,2019-12-27 13:28:48
28859,86815,31122083894164,147941492,80712776,2019-12-27 13:01:24
28860,86821,31157027338293,39554718,53372239,2019-12-27 22:43:47
28862,86834,31158685542900,83764530,127974211,2019-12-27 23:11:25
28863,86835,31153824210987,68609828,183440131,2019-12-27 21:50:25
28864,86840,31150655915158,154074176,43279664,2019-12-27 20:57:35
28866,86850,31108038444957,161277691,154671753,2019-12-27 09:07:18
28867,86852,31132187337753,132834615,64578167,2019-12-27 15:49:47
28868,86853,31126734770538,147941492,8590204,2019-12-27 14:18:54
28869,86854,31109294506111,9853874,93864616,2019-12-27 09:28:14
28870,86861,31076301833390,147941492,195020028,2019-12-27 00:18:21
28871,86865,31156555597092,110871170,133542654,2019-12-27 22:35:55
28873,86877,31080908351398,39554718,133552312,2019-12-27 01:35:09
28877,86888,31407306098853,121727827,184710199,2019-12-30 20:15:06
28879,86901,31366843066283,78509316,44962038,2019-12-30 09:00:44
28880,86902,31377562460626,54054704,161243912,2019-12-30 11:59:22
28881,86903,31364423162180,54615708,126354225,2019-12-30 08:20:24
28882,86906,31418258821462,171496968,102189885,2019-12-30 23:17:39
28883,86909,31395365550765,154074176,25936559,2019-12-30 16:56:05
28885,86915,31394663413418,19216692,186351354,2019-12-30 16:44:24
28887,86919,31376898040185,147941492,25958025,2019-12-30 11:48:18
28888,86921,31393653684435,75632239,56532067,2019-12-30 16:27:34
28889,86922,31385627794939,91799978,113970499,2019-12-30 14:13:47
28890,86924,31397458573781,68609828,183440131,2019-12-30 17:30:58
28891,86927,31409852948835,74565905,168715081,2019-12-30 20:57:32
28893,86929,31343350108476,147941492,83437,2019-12-30 02:29:11
28894,86934,31335925291150,8362239,2834824,2019-12-30 00:25:25
28896,86944,31399161546262,54615708,87084,2019-12-30 17:59:21
28897,86948,31417121625538,147941492,47487538,2019-12-30 22:58:42
28898,86951,31409121463862,81853031,88294426,2019-12-30 20:45:22
28900,86954,31384891698786,147941492,205609772,2019-12-30 14:01:31
28901,86959,31377284170910,115179739,190865190,2019-12-30 11:54:44
28902,86962,31407574390044,87845635,150009096,2019-12-30 20:19:34
28904,86981,31404250764944,61556313,165614622,2019-12-30 19:24:10
28908,86991,31419768137611,116525677,196303869,2019-12-30 23:42:48
28909,86992,31392288398973,147941492,29815158,2019-12-30 16:04:48
28910,86993,31379061885779,169916944,103576636,2019-12-30 12:24:22
28911,86994,31369303970507,21534934,84092151,2019-12-30 09:41:44
28912,86998,31338053508121,181744029,180300923,2019-12-30 01:00:53
28913,86999,31383594788732,147941492,5060768,2019-12-30 13:39:54
28915,87007,31387174786939,36641013,207763769,2019-12-30 14:39:34
28916,87010,31377875705150,14598427,16659878,2019-12-30 12:04:35
28918,87019,31350039031818,147941492,195350861,2019-12-30 04:20:39
28919,87021,31389433098172,112904482,85562904,2019-12-30 15:17:13
28921,87024,31342330623857,406582,9896641,2019-12-30 02:12:11
28923,87026,31376291741200,406582,4258433,2019-12-30 11:38:12
28924,87027,31383073148502,61556313,110783597,2019-12-30 13:31:13
28925,87033,31414608879700,61556313,137401370,2019-12-30 22:16:49
28926,87035,31384310849331,54615708,93656723,2019-12-30 13:51:51
28928,87044,31401057111996,147941492,69745792,2019-12-30 18:30:58
28929,87045,31377942560267,147941492,167056320,2019-12-30 12:05:42
28930,87050,31336879249429,17678304,11308382,2019-12-30 00:41:19
28931,87052,31401493598435,48258478,204110799,2019-12-30 18:38:13
28932,87059,31382440662044,147941492,25741756,2019-12-30 13:20:40
28935,87070,31389142436076,161269907,6107707,2019-12-30 15:12:22
28939,87078,31359530425916,181009364,1646431,2019-12-30 06:58:51
28942,87081,31411232112894,116525677,88681316,2019-12-30 21:20:32
28944,87086,31365122954150,61556313,45809927,2019-12-30 08:32:02
28946,87088,31340406637410,104457555,96000734,2019-12-30 01:40:06
28947,87091,31368969683469,156246169,36130046,2019-12-30 09:36:09
28948,87092,31383007517097,15618985,29043314,2019-12-30 13:30:08
28951,87100,31339919528060,61556313,214977299,2019-12-30 01:31:59
28952,87102,31383451227923,1175477,81874328,2019-12-30 13:37:31
28953,87106,31391128005923,83318079,213625727,2019-12-30 15:45:28
28956,87114,31382123333404,147941492,186403294,2019-12-30 13:15:23
28959,87126,31254433255466,91799978,27242675,2019-12-29 01:47:14
28960,87128,31311219122516,29979455,168721141,2019-12-29 17:33:39
28961,87132,31252386593560,11896733,91149886,2019-12-29 01:13:06
28962,87141,31298446698734,137739819,145982890,2019-12-29 14:00:46
28963,87144,31298915754769,98768262,150440717,2019-12-29 14:08:35
28964,87149,31252698548347,91799978,128737250,2019-12-29 01:18:18
28966,87153,31309792168866,61556313,89011390,2019-12-29 17:09:53
28967,87158,31300088829815,96757644,209049599,2019-12-29 14:28:09
28968,87160,31298066414845,143153795,214895985,2019-12-29 13:54:26
28969,87163,31327167694121,208265257,195167788,2019-12-29 21:59:28
28970,87164,31328488970313,801940,11130025,2019-12-29 22:21:29
28972,87171,31328820917688,54615708,38710404,2019-12-29 22:27:00
28973,87183,31280739712800,24013303,166739350,2019-12-29 09:05:40
28975,87186,31330444433611,147941492,206287285,2019-12-29 22:54:04
28977,87192,31258064941633,147941492,21676160,2019-12-29 02:47:44
28978,87196,31308025149578,1175477,17548887,2019-12-29 16:40:25
28979,87204,31296039957933,54615708,213198915,2019-12-29 13:20:39
28980,87205,31325206540931,143153795,197092193,2019-12-29 21:26:46
28982,87209,31310241601701,112442101,125757099,2019-12-29 17:17:21
28984,87213,31306316517064,47415942,62363040,2019-12-29 16:11:56
28986,87221,31332669935490,147941492,179315418,2019-12-29 23:31:09
28988,87223,31291382489450,147941492,3142265,2019-12-29 12:03:02
28989,87227,31256596853539,61556313,92127238,2019-12-29 02:23:17
28990,87228,31291923944027,147941492,77898591,2019-12-29 12:12:03
28991,87229,31310792012880,64909117,66743699,2019-12-29 17:26:32
28992,87230,31323338205898,147941492,21847620,2019-12-29 20:55:39
28993,87233,31250589500723,133520367,98837832,2019-12-29 00:43:09
28994,87236,31302022582328,147941492,20494699,2019-12-29 15:00:22
28996,87239,31291033443595,147941492,124638310,2019-12-29 11:57:13
28997,87249,31290869424589,120692254,92288605,2019-12-29 11:54:29
28999,87261,31328689073204,147941492,274074,2019-12-29 22:24:49
29000,87263,31296520850684,27476241,101312364,2019-12-29 13:28:41
29001,87268,31278365835103,147941492,125030204,2019-12-29 08:26:05
29002,87281,31308762912561,61556313,21922333,2019-12-29 16:52:42
29003,87283,31295228238148,61556313,18023924,2019-12-29 13:07:09
29009,87302,31323454667908,54615708,75816609,2019-12-29 20:57:34
29010,87303,31297820149761,61556313,37921530,2019-12-29 13:50:20
29011,87308,31308830733988,147941492,153406584,2019-12-29 16:53:50
29012,87312,31275814087835,147941492,78271112,2019-12-29 07:43:34
29013,87319,31250685164310,75622223,202162477,2019-12-29 00:44:46
29014,87324,31251893422284,147941492,200608816,2019-12-29 01:04:53
29015,87328,31284183935237,61556313,91154984,2019-12-29 10:03:03
29016,87335,31248227163427,9676950,937226,2019-12-29 00:03:47
29017,87339,31330856908282,28091290,88858869,2019-12-29 23:00:56
29018,87341,31250196824873,104590058,2116113,2019-12-29 00:36:37
29019,87344,31311020378713,156883302,136087303,2019-12-29 17:30:20
29020,87346,31110583805976,722132,143384344,2019-12-27 09:49:44
29021,87350,31106164094268,147941492,69745792,2019-12-27 08:36:04
29024,87354,31154461863659,52440733,103879326,2019-12-27 22:01:02
29025,87356,31155359453375,104955370,186858429,2019-12-27 22:16:00
29026,87357,31079970797991,64909117,124307,2019-12-27 01:19:30
29027,87359,31119424271589,147941492,204668203,2019-12-27 12:17:05
29028,87363,31117775547522,130168935,9880579,2019-12-27 11:49:35
29030,87367,31084939388699,51134277,35074309,2019-12-27 02:42:19
29032,87377,31149390959389,147941492,46847438,2019-12-27 20:36:30
29033,87379,31129682627735,156248768,160604144,2019-12-27 15:08:03
29034,87380,31126102853745,139383672,16706885,2019-12-27 14:08:22
29035,87381,31138580469278,99833363,84985152,2019-12-27 17:36:20
29036,87390,31129668702488,39938958,152346702,2019-12-27 15:07:48
29038,87393,31127452461742,2831130,15053804,2019-12-27 14:30:52
29039,87397,31125228193679,81087553,158048054,2019-12-27 13:53:48
29040,87401,31158364646924,147941492,191090584,2019-12-27 23:06:04
29041,87402,31105140135135,156883302,136087303,2019-12-27 08:19:01
29044,87422,31103588511298,147941492,22706105,2019-12-27 07:53:08
29045,87424,31124045990882,13026492,150633728,2019-12-27 13:34:05
29046,87425,31148158602542,155143347,123335170,2019-12-27 20:15:59
29047,87429,31127970774898,27121667,196346586,2019-12-27 14:39:30
29048,87432,31131113909054,64909117,124982681,2019-12-27 15:31:53
29049,87434,31161421087836,147941492,82106814,2019-12-27 23:57:01
29051,87438,31128905875877,147941492,99667715,2019-12-27 14:55:06
29052,87439,31129147806252,61556313,34699268,2019-12-27 14:59:08
29054,87445,31160802986331,177841604,21966157,2019-12-27 23:46:42
29055,87446,31119067624169,134946458,8779595,2019-12-27 12:11:08
29056,87447,31076581662450,54615708,5916532,2019-12-27 00:23:01
29057,87449,31104707172097,61556313,65574254,2019-12-27 08:11:47
29058,87450,31140428162367,147941492,23542917,2019-12-27 18:07:09
29060,87452,31129096616610,105084800,22486196,2019-12-27 14:58:17
29062,87455,31144411144809,86822226,5438469,2019-12-27 19:13:31
29063,87456,31088126946437,135041716,168198505,2019-12-27 03:35:26
29064,87458,31078763967642,64112798,44539858,2019-12-27 00:59:23
29065,87462,31143921626517,99833363,155369288,2019-12-27 19:05:21
29067,87464,31134324173391,156498720,214386429,2019-12-27 16:25:24
29068,87468,31108733004732,122459518,29458466,2019-12-27 09:18:53
29069,87476,31111923102306,16613121,1370001,2019-12-27 10:12:04
29070,87478,31160437737982,108157503,61273898,2019-12-27 23:40:37
29071,87480,31089629848409,192785588,22800224,2019-12-27 04:00:30
29072,87481,31140542474582,156498720,213738536,2019-12-27 18:09:03
29073,87482,31127650056225,61556313,21864983,2019-12-27 14:34:10
29074,87485,31159415013941,147906917,176604058,2019-12-27 23:23:35
29076,87489,31158815321683,126605686,75686582,2019-12-27 23:13:35
29077,87490,31160120193376,75632239,3371827,2019-12-27 23:35:21
29081,87502,31118112737306,44606956,27901686,2019-12-27 11:55:12
29082,87503,31140283536779,99067259,95958383,2019-12-27 18:04:43
29083,87504,31140957719232,50713918,175512135,2019-12-27 18:15:57
29085,87507,31148614138756,126605686,182383682,2019-12-27 20:23:34
29086,87508,31103540013768,61556313,10322,2019-12-27 07:52:20
29087,87515,31137140640937,61556313,71995242,2019-12-27 17:12:21
29088,87516,31126011054486,9374147,118934442,2019-12-27 14:06:51
29089,87520,31147612817924,149725779,103800047,2019-12-27 20:06:53
29091,87526,31112222772651,58722428,3111442,2019-12-27 10:17:02
29092,87532,31113940812878,171496968,3165072,2019-12-27 10:45:40
29093,87534,31075385094167,147941492,16790491,2019-12-27 00:03:06
29094,87537,31139440547319,116348362,93727670,2019-12-27 17:50:40
29096,87542,31130267569543,90157959,28736773,2019-12-27 15:17:47
29097,87544,31111056391355,70009992,197072699,2019-12-27 09:57:37
29100,87560,31400692424498,48258478,19352354,2019-12-30 18:24:52
29101,87561,31412708095958,115506347,6544125,2019-12-30 21:45:08
29102,87565,31411626817789,147941492,13091381,2019-12-30 21:27:07
29103,87570,31419346874543,161269907,173845284,2019-12-30 23:35:47
29106,87573,31418443317057,61556313,51850033,2019-12-30 23:20:43
29107,87574,31369636792998,91799978,27304099,2019-12-30 09:47:17
29108,87581,31359943176913,147941492,117265359,2019-12-30 07:05:43
29111,87591,31408513921392,91487219,52037307,2019-12-30 20:35:13
29113,87598,31372635838252,78509316,112015973,2019-12-30 10:37:16
29114,87599,31374039256638,147941492,213805584,2019-12-30 11:00:40
29115,87601,31361781859323,128299931,12731147,2019-12-30 07:36:22
29116,87604,31335350446913,51487211,24872523,2019-12-30 00:15:50
29117,87606,31396349947029,147941492,213578527,2019-12-30 17:12:29
29118,87607,31408721717170,54615708,41924164,2019-12-30 20:38:41
29119,87608,31413933214667,89768730,208736588,2019-12-30 22:05:34
29121,87613,31370923720004,27987240,85686305,2019-12-30 10:08:43
29122,87614,31386660496912,39938958,15620321,2019-12-30 14:31:00
29123,87616,31367715590347,161929554,79325886,2019-12-30 09:15:15
29124,87618,31356400637973,54615708,121875825,2019-12-30 06:06:40
29125,87619,31336573200564,147941492,192790199,2019-12-30 00:36:14
29126,87621,31381887354093,149725779,26863490,2019-12-30 13:11:27
29127,87623,31340334436076,147941492,15982320,2019-12-30 01:38:54
29128,87624,31410994269859,51487211,26475570,2019-12-30 21:16:35
29130,87629,31383011172919,78509316,213836804,2019-12-30 13:30:12
29131,87631,31404404149953,84866704,147680441,2019-12-30 19:26:44
29132,87632,31413863132324,72368641,199382229,2019-12-30 22:04:24
29133,87636,31335113912553,66861410,19333919,2019-12-30 00:11:53
29134,87638,31363605129935,51831798,103619095,2019-12-30 08:06:46
29136,87646,31338045004536,177841604,1014153,2019-12-30 01:00:45
29137,87648,31419942365851,54615708,50902034,2019-12-30 23:45:42
29138,87656,31417668533156,24013303,202394260,2019-12-30 23:07:49
29139,87659,31367974800295,64112798,168903751,2019-12-30 09:19:35
29140,87660,31386302986722,147941492,79974903,2019-12-30 14:25:02
29142,87672,31377880989098,126639670,183362560,2019-12-30 12:04:40
29143,87674,31418055060142,25924280,159638126,2019-12-30 23:14:15
29144,87675,31391537946077,43412276,188219437,2019-12-30 15:52:18
29146,87678,31334752888145,76668593,31372570,2019-12-30 00:05:53
29147,87679,31408466522354,22800308,189836148,2019-12-30 20:34:26
29148,87682,31419613273854,147941492,128932625,2019-12-30 23:40:14
29151,87685,31383363888981,47415942,44470059,2019-12-30 13:36:04
29152,87690,31411804139284,75632239,108366950,2019-12-30 21:30:05
29153,87692,31359566763615,92566917,257317,2019-12-30 06:59:26
29155,87696,31343923306829,12078788,369746,2019-12-30 02:38:43
29156,87704,31391851514866,92566917,1441246,2019-12-30 15:57:31
29157,87705,31411243401278,147941492,202714572,2019-12-30 21:20:44
29159,87709,31416809334886,84301799,175550554,2019-12-30 22:53:29
29160,87712,31380051906874,147941492,89313147,2019-12-30 12:40:51
29161,87713,31373186520517,36453588,189055902,2019-12-30 10:46:26
29163,87716,31401352724057,61556313,35251052,2019-12-30 18:35:52
29164,87717,31390751572493,51960315,11184970,2019-12-30 15:39:12
29165,87718,31376398242703,13026492,103619707,2019-12-30 11:39:59
29166,87721,31376115586550,147941492,60610741,2019-12-30 11:35:15
29168,87726,31360355505415,147941492,188240576,2019-12-30 07:12:36
29169,87727,31372110004078,105378074,214754596,2019-12-30 10:28:30
29170,87729,31334771635874,189544563,2301729,2019-12-30 00:06:12
29171,87731,31353483628413,147941492,9451796,2019-12-30 05:18:03
29172,87733,31364102893104,78509316,40135876,2019-12-30 08:15:03
29173,87736,31419688578929,21534934,5048260,2019-12-30 23:41:28
29174,87737,31398621471544,19216692,175612676,2019-12-30 17:50:21
29175,87738,31416618561051,54615708,164532800,2019-12-30 22:50:18
29177,87746,31339572763754,32504026,172127964,2019-12-30 01:26:12
29178,87748,31363623189826,61556313,201184821,2019-12-30 08:07:03
29179,87749,31388645416518,14598427,211493504,2019-12-30 15:04:05
29181,87755,31372824621588,61556313,203965955,2019-12-30 10:40:24
29183,87763,31407364304400,61556313,3823465,2019-12-30 20:16:04
29184,87765,31377838697818,147941492,3142265,2019-12-30 12:03:58
29185,87770,31406381887645,43412276,197453802,2019-12-30 19:59:41
29186,87772,31418625621095,156498720,215296179,2019-12-30 23:23:45
29187,87778,31384559141515,9676950,11736660,2019-12-30 13:55:59
29189,87784,31481088403616,61556313,24875555,2019-12-31 16:44:49
29190,87790,31493833981643,25924280,125089273,2019-12-31 20:17:13
29193,87796,31476029614512,147941492,208222836,2019-12-31 15:20:30
29196,87812,31465815873925,147941492,103717913,2019-12-31 12:30:16
29197,87815,31480848046864,147941492,34037665,2019-12-31 16:40:48
29198,87817,31480421355079,95458810,44959060,2019-12-31 16:33:41
29199,87819,31506190459052,143281052,108527248,2019-12-31 23:43:10
29200,87821,31500172078421,66391375,173266093,2019-12-31 22:02:52
29201,87822,31468024221947,189308408,92537427,2019-12-31 13:07:05
29202,87825,31470499762056,147941492,99528346,2019-12-31 13:48:19
29203,87828,31421468237315,147941492,124827816,2019-12-31 00:11:09
29204,87829,31497894475323,51134277,87018376,2019-12-31 21:24:54
29205,87830,31420859699193,162551899,140079639,2019-12-31 00:00:59
29208,87842,31452304242483,51960315,97117914,2019-12-31 08:45:05
29211,87851,31481155668600,32504026,365812,2019-12-31 16:45:55
29213,87855,31474680076300,147941492,206022856,2019-12-31 14:58:00
29214,87856,31468157352276,122218940,3280624,2019-12-31 13:09:17
29215,87861,31480181246542,91487219,119727688,2019-12-31 16:29:42
29216,87868,31506705718985,189544563,799445,2019-12-31 23:51:45
29218,87872,31496885893914,108120403,213151229,2019-12-31 21:08:06
